LGA,State,Case,Year
Miga,Jigawa,0.0,2021.0
Ringim,Jigawa,0.0,2021.0
Roni,Jigawa,0.0,2021.0
Taura,Jigawa,0.0,2021.0
Yankwashi,Jigawa,0.0,2021.0
Birnin Kudu,Jigawa,970.0,2021.0
Dutse,Jigawa,3073.0,2021.0
Hadejia,Jigawa,3060.0,2021.0
Kaugama,Jigawa,670.0,2021.0
Birnin Gwari,Kaduna,0.0,2021.0
Chikun,Kaduna,0.0,2021.0
Giwa,Kaduna,0.0,2021.0
Igabi,Kaduna,0.0,2021.0
Ikara,Kaduna,0.0,2021.0
Jaba,Kaduna,0.0,2021.0
Jema'A,Kaduna,0.0,2021.0
Kachia,Kaduna,0.0,2021.0
Kaduna North,Kaduna,0.0,2021.0
Kaduna South,Kaduna,0.0,2021.0
Kagarko,Kaduna,0.0,2021.0
Kajuru,Kaduna,0.0,2021.0
Kaura,Kaduna,0.0,2021.0
Kauru,Kaduna,0.0,2021.0
Kubau,Kaduna,0.0,2021.0
Kudan,Kaduna,0.0,2021.0
Lere,Kaduna,0.0,2021.0
Makarfi,Kaduna,0.0,2021.0
Sabon Gari,Kaduna,0.0,2021.0
Sanga,Kaduna,0.0,2021.0
Soba,Kaduna,0.0,2021.0
Zangon Kataf,Kaduna,0.0,2021.0
Zaria,Kaduna,0.0,2021.0
Ajingi,Kano,0.0,2021.0
Albasu,Kano,0.0,2021.0
Bagwai,Kano,0.0,2021.0
Bebeji,Kano,0.0,2021.0
Bichi,Kano,0.0,2021.0
Bunkure,Kano,0.0,2021.0
Dala,Kano,0.0,2021.0
Dambatta,Kano,0.0,2021.0
Dawakin Kudu,Kano,0.0,2021.0
Dawakin Tofa,Kano,0.0,2021.0
Doguwa,Kano,0.0,2021.0
Fagge,Kano,0.0,2021.0
Gabasawa,Kano,0.0,2021.0
Garko,Kano,0.0,2021.0
Garun Malam,Kano,0.0,2021.0
Gaya,Kano,0.0,2021.0
Gezawa,Kano,0.0,2021.0
Gwale,Kano,0.0,2021.0
Kabo,Kano,0.0,2021.0
Kano Municipal,Kano,0.0,2021.0
Karaye,Kano,0.0,2021.0
Kibiya,Kano,0.0,2021.0
Kiru,Kano,0.0,2021.0
Kumbotso,Kano,0.0,2021.0
Kunchi,Kano,0.0,2021.0
Kura,Kano,0.0,2021.0
Madobi,Kano,0.0,2021.0
Makoda,Kano,0.0,2021.0
Minjibir,Kano,0.0,2021.0
Nassarawa,Kano,0.0,2021.0
Rano,Kano,0.0,2021.0
Rimin Gado,Kano,0.0,2021.0
Rogo,Kano,0.0,2021.0
Shanono,Kano,0.0,2021.0
Sumaila,Kano,0.0,2021.0
Takai,Kano,0.0,2021.0
Tarauni,Kano,0.0,2021.0
Tofa,Kano,0.0,2021.0
Tsanyawa,Kano,0.0,2021.0
Tudun Wada,Kano,0.0,2021.0
Ungogo,Kano,0.0,2021.0
Warawa,Kano,0.0,2021.0
Wudil,Kano,0.0,2021.0
Bichi,Kano,837.0,2021.0
Sumaila,Kano,1923.0,2021.0
Bakori,Katsina,0.0,2021.0
Batagarawa,Katsina,0.0,2021.0
Batsari,Katsina,0.0,2021.0
Baure,Katsina,0.0,2021.0
Bindawa,Katsina,0.0,2021.0
Charanchi,Katsina,0.0,2021.0
Dan Musa,Katsina,0.0,2021.0
Dandume,Katsina,0.0,2021.0
Danja,Katsina,0.0,2021.0
Daura,Katsina,0.0,2021.0
Dutsi,Katsina,0.0,2021.0
Dutsin Ma,Katsina,0.0,2021.0
Faskari,Katsina,0.0,2021.0
Funtua,Katsina,0.0,2021.0
Ingawa,Katsina,0.0,2021.0
Jibia,Katsina,0.0,2021.0
Kafur,Katsina,0.0,2021.0
Kaita,Katsina,0.0,2021.0
Kankara,Katsina,0.0,2021.0
Kankia,Katsina,0.0,2021.0
Kurfi,Katsina,0.0,2021.0
Kusada,Katsina,0.0,2021.0
Mai'Adua,Katsina,0.0,2021.0
Malumfashi,Katsina,0.0,2021.0
Mani,Katsina,0.0,2021.0
Mashi,Katsina,0.0,2021.0
Matazu,Katsina,0.0,2021.0
Musawa,Katsina,0.0,2021.0
Rimi,Katsina,0.0,2021.0
Sabuwa,Katsina,0.0,2021.0
Safana,Katsina,0.0,2021.0
Sandamu,Katsina,0.0,2021.0
Zango,Katsina,0.0,2021.0
Funtua,Katsina,2046.0,2021.0
Arewa Dandi,Kebbi,0.0,2021.0
Argungu,Kebbi,0.0,2021.0
Augie,Kebbi,0.0,2021.0
Bagudu,Kebbi,0.0,2021.0
Birnin Kebbi,Kebbi,0.0,2021.0
Bunza,Kebbi,0.0,2021.0
Dandi,Kebbi,0.0,2021.0
Fakai,Kebbi,0.0,2021.0
Gwandu,Kebbi,0.0,2021.0
Jega,Kebbi,0.0,2021.0
Kalgo,Kebbi,0.0,2021.0
Koko-Besse,Kebbi,0.0,2021.0
Maiyama,Kebbi,0.0,2021.0
Ngaski,Kebbi,0.0,2021.0
Sakaba,Kebbi,0.0,2021.0
Shanga,Kebbi,0.0,2021.0
Suru,Kebbi,0.0,2021.0
Wasagu-Danko,Kebbi,0.0,2021.0
Yauri,Kebbi,0.0,2021.0
Zuru,Kebbi,0.0,2021.0
Adavi,Kogi,0.0,2021.0
Ajaokuta,Kogi,0.0,2021.0
Ankpa,Kogi,0.0,2021.0
Bassa,Kogi,0.0,2021.0
Dekina,Kogi,0.0,2021.0
Ibaji,Kogi,0.0,2021.0
Idah,Kogi,0.0,2021.0
Igalamela-Odolu,Kogi,0.0,2021.0
Ijumu,Kogi,0.0,2021.0
Kabba/Bunu,Kogi,0.0,2021.0
Kogi,Kogi,0.0,2021.0
Lokoja,Kogi,0.0,2021.0
Mopa-Muro,Kogi,0.0,2021.0
Ofu,Kogi,0.0,2021.0
Ogori/Magongo,Kogi,0.0,2021.0
Okehi,Kogi,0.0,2021.0
Okene,Kogi,0.0,2021.0
Olamaboro,Kogi,0.0,2021.0
Omala,Kogi,0.0,2021.0
Yagba East,Kogi,0.0,2021.0
Yagba West,Kogi,0.0,2021.0
Asa,Kwara,0.0,2021.0
Baruten,Kwara,0.0,2021.0
Ekiti,Kwara,0.0,2021.0
Ifelodun,Kwara,0.0,2021.0
Ilorin East,Kwara,0.0,2021.0
Ilorin South,Kwara,0.0,2021.0
Ilorin West,Kwara,0.0,2021.0
Irepodun,Kwara,0.0,2021.0
Isin,Kwara,0.0,2021.0
Kaiama,Kwara,0.0,2021.0
Moro,Kwara,0.0,2021.0
Offa,Kwara,0.0,2021.0
Oke Ero,Kwara,0.0,2021.0
Oyun,Kwara,0.0,2021.0
Pategi,Kwara,0.0,2021.0
Agege,Lagos,0.0,2021.0
Ajeromi/Ifelodun,Lagos,0.0,2021.0
Alimosho,Lagos,0.0,2021.0
Amuwo Odofin,Lagos,0.0,2021.0
Apapa,Lagos,0.0,2021.0
Badagry,Lagos,0.0,2021.0
Epe,Lagos,0.0,2021.0
Eti Osa,Lagos,0.0,2021.0
Ibeju Lekki,Lagos,0.0,2021.0
Ifako/Ijaye,Lagos,0.0,2021.0
Ikeja,Lagos,0.0,2021.0
Kosofe,Lagos,0.0,2021.0
Lagos Island,Lagos,0.0,2021.0
Lagos Mainland,Lagos,0.0,2021.0
Mushin,Lagos,0.0,2021.0
Ojo,Lagos,0.0,2021.0
Oshodi/Isolo,Lagos,0.0,2021.0
Shomolu,Lagos,0.0,2021.0
Surulere,Lagos,0.0,2021.0
Akwanga,Nasarawa,0.0,2021.0
Awe,Nasarawa,0.0,2021.0
Doma,Nasarawa,0.0,2021.0
Karu,Nasarawa,0.0,2021.0
Keana,Nasarawa,0.0,2021.0
Keffi,Nasarawa,0.0,2021.0
Kokona,Nasarawa,0.0,2021.0
Lafia,Nasarawa,0.0,2021.0
Nasarawa,Nasarawa,0.0,2021.0
Nasarawa Egon,Nasarawa,0.0,2021.0
Obi,Nasarawa,0.0,2021.0
Toto,Nasarawa,0.0,2021.0
Wamba,Nasarawa,0.0,2021.0
Agaie,Niger,0.0,2021.0
Agwara,Niger,0.0,2021.0
Bida,Niger,0.0,2021.0
Borgu,Niger,0.0,2021.0
Bosso,Niger,0.0,2021.0
Chanchaga,Niger,0.0,2021.0
Edati,Niger,0.0,2021.0
Gbako,Niger,0.0,2021.0
Gurara,Niger,0.0,2021.0
Katcha,Niger,0.0,2021.0
Kontagora,Niger,0.0,2021.0
Lapai,Niger,0.0,2021.0
Lavun,Niger,0.0,2021.0
Magama,Niger,0.0,2021.0
Mariga,Niger,0.0,2021.0
Mashegu,Niger,0.0,2021.0
Mokwa,Niger,0.0,2021.0
Munya,Niger,0.0,2021.0
Paikoro,Niger,0.0,2021.0
Rafi,Niger,0.0,2021.0
Rijau,Niger,0.0,2021.0
Shiroro,Niger,0.0,2021.0
Suleja,Niger,0.0,2021.0
Tafa,Niger,0.0,2021.0
Wushishi,Niger,0.0,2021.0
Abeokuta North,Ogun,0.0,2021.0
Abeokuta South,Ogun,0.0,2021.0
Ado Odo/Ota,Ogun,0.0,2021.0
Ewekoro,Ogun,0.0,2021.0
Ifo,Ogun,0.0,2021.0
Ijebu East,Ogun,0.0,2021.0
Ijebu North,Ogun,0.0,2021.0
Ijebu North East,Ogun,0.0,2021.0
Ijebu Ode,Ogun,0.0,2021.0
Ikenne,Ogun,0.0,2021.0
Imeko Afon,Ogun,0.0,2021.0
Ipokia,Ogun,0.0,2021.0
Obafemi Owode,Ogun,0.0,2021.0
Odeda,Ogun,0.0,2021.0
Odogbolu,Ogun,0.0,2021.0
Ogun Waterside,Ogun,0.0,2021.0
Remo North,Ogun,0.0,2021.0
Shagamu,Ogun,0.0,2021.0
Yewa North,Ogun,0.0,2021.0
Yewa South,Ogun,0.0,2021.0
Akoko North East,Ondo,0.0,2021.0
Akoko North West,Ondo,0.0,2021.0
Akoko South East,Ondo,0.0,2021.0
Akoko South West,Ondo,0.0,2021.0
Akure North,Ondo,0.0,2021.0
Akure South,Ondo,0.0,2021.0
Ese Odo,Ondo,0.0,2021.0
Idanre,Ondo,0.0,2021.0
Ifedore,Ondo,0.0,2021.0
Ilaje,Ondo,0.0,2021.0
Ile Oluji/Okeigbo,Ondo,0.0,2021.0
Irele,Ondo,0.0,2021.0
Odigbo,Ondo,0.0,2021.0
Okitipupa,Ondo,0.0,2021.0
Ondo East,Ondo,0.0,2021.0
Ondo West,Ondo,0.0,2021.0
Ose,Ondo,0.0,2021.0
Owo,Ondo,0.0,2021.0
Atakunmosa East,Osun,0.0,2021.0
Atakunmosa West,Osun,0.0,2021.0
Ayedade,Osun,0.0,2021.0
Ayedire,Osun,0.0,2021.0
Boluwaduro,Osun,0.0,2021.0
Boripe,Osun,0.0,2021.0
Ede North,Osun,0.0,2021.0
Ede South,Osun,0.0,2021.0
Egbedore,Osun,0.0,2021.0
Ejigbo,Osun,0.0,2021.0
Ife Central,Osun,0.0,2021.0
Ife East,Osun,0.0,2021.0
Ife North,Osun,0.0,2021.0
Ife South,Osun,0.0,2021.0
Ifedayo,Osun,0.0,2021.0
Ifelodun,Osun,0.0,2021.0
Ila,Osun,0.0,2021.0
Ilesha East,Osun,0.0,2021.0
Ilesha West,Osun,0.0,2021.0
Irepodun,Osun,0.0,2021.0
Irewole,Osun,0.0,2021.0
Isokan,Osun,0.0,2021.0
Iwo,Osun,0.0,2021.0
Obokun,Osun,0.0,2021.0
Odo Otin,Osun,0.0,2021.0
Ola Oluwa,Osun,0.0,2021.0
Olorunda,Osun,0.0,2021.0
Oriade,Osun,0.0,2021.0
Orolu,Osun,0.0,2021.0
Osogbo,Osun,0.0,2021.0
Afijio,Oyo,0.0,2021.0
Akinyele,Oyo,0.0,2021.0
Atiba,Oyo,0.0,2021.0
Atisbo,Oyo,0.0,2021.0
Egbeda,Oyo,0.0,2021.0
Ibadan North,Oyo,0.0,2021.0
Ibadan North East,Oyo,0.0,2021.0
Ibadan North West,Oyo,0.0,2021.0
Ibadan South East,Oyo,0.0,2021.0
Ibadan South West,Oyo,0.0,2021.0
Ibarapa Central,Oyo,0.0,2021.0
Ibarapa East,Oyo,0.0,2021.0
Ibarapa North,Oyo,0.0,2021.0
Ido,Oyo,0.0,2021.0
Irepo,Oyo,0.0,2021.0
Iseyin,Oyo,0.0,2021.0
Itesiwaju,Oyo,0.0,2021.0
Iwajowa,Oyo,0.0,2021.0
Kajola,Oyo,0.0,2021.0
Lagelu,Oyo,0.0,2021.0
Ogbomosho North,Oyo,0.0,2021.0
Ogbomosho South,Oyo,0.0,2021.0
Ogo Oluwa,Oyo,0.0,2021.0
Olorunsogo,Oyo,0.0,2021.0
Oluyole,Oyo,0.0,2021.0
Ona Ara,Oyo,0.0,2021.0
Orelope,Oyo,0.0,2021.0
Ori Ire,Oyo,0.0,2021.0
Oyo East,Oyo,0.0,2021.0
Oyo West,Oyo,0.0,2021.0
Saki East,Oyo,0.0,2021.0
Saki West,Oyo,0.0,2021.0
Surulere,Oyo,0.0,2021.0
Barkin Ladi,Plateau,0.0,2021.0
Bassa,Plateau,0.0,2021.0
Bokkos,Plateau,0.0,2021.0
Jos East,Plateau,0.0,2021.0
Jos North,Plateau,0.0,2021.0
Jos South,Plateau,0.0,2021.0
Kanam,Plateau,0.0,2021.0
Kanke,Plateau,0.0,2021.0
Langtang North,Plateau,0.0,2021.0
Langtang South,Plateau,0.0,2021.0
Mangu,Plateau,0.0,2021.0
Mikang,Plateau,0.0,2021.0
Pankshin,Plateau,0.0,2021.0
Qua'An Pan,Plateau,0.0,2021.0
Riyom,Plateau,0.0,2021.0
Shendam,Plateau,0.0,2021.0
Wase,Plateau,0.0,2021.0
Jos North,Plateau,614.0,2021.0
Abua/Odual,Rivers,0.0,2021.0
Ahoada East,Rivers,0.0,2021.0
Ahoada West,Rivers,0.0,2021.0
Akuku Toru,Rivers,0.0,2021.0
Andoni,Rivers,0.0,2021.0
Asari-Toru,Rivers,0.0,2021.0
Bonny,Rivers,0.0,2021.0
Eleme,Rivers,0.0,2021.0
Emuoha,Rivers,0.0,2021.0
Etche,Rivers,0.0,2021.0
Gokana,Rivers,0.0,2021.0
Ikwerre,Rivers,0.0,2021.0
Khana,Rivers,0.0,2021.0
Obio/Akpor,Rivers,0.0,2021.0
Ogba/Egbema/Ndoni,Rivers,0.0,2021.0
Ogu Bolo,Rivers,0.0,2021.0
Okrika,Rivers,0.0,2021.0
Omumma,Rivers,0.0,2021.0
Opobo/Nkoro,Rivers,0.0,2021.0
Oyigbo,Rivers,0.0,2021.0
Port-Harcourt,Rivers,0.0,2021.0
Tai,Rivers,0.0,2021.0
Binji,Sokoto,0.0,2021.0
Bodinga,Sokoto,0.0,2021.0
Dange Shuni,Sokoto,0.0,2021.0
Gada,Sokoto,0.0,2021.0
Goronyo,Sokoto,0.0,2021.0
Gudu,Sokoto,0.0,2021.0
Gwadabawa,Sokoto,0.0,2021.0
Illela,Sokoto,0.0,2021.0
Isa,Sokoto,0.0,2021.0
Kebbe,Sokoto,0.0,2021.0
Kware,Sokoto,0.0,2021.0
Rabah,Sokoto,0.0,2021.0
Sabon Birni,Sokoto,0.0,2021.0
Shagari,Sokoto,0.0,2021.0
Silame,Sokoto,0.0,2021.0
Sokoto North,Sokoto,0.0,2021.0
Sokoto South,Sokoto,0.0,2021.0
Tambuwal,Sokoto,0.0,2021.0
Tangaza,Sokoto,0.0,2021.0
Tureta,Sokoto,0.0,2021.0
Wamakko,Sokoto,0.0,2021.0
Wurno,Sokoto,0.0,2021.0
Yabo,Sokoto,0.0,2021.0
Dange Shuni,Sokoto,958.0,2021.0
Gwadabawa,Sokoto,969.0,2021.0
Illela,Sokoto,722.0,2021.0
Sokoto North,Sokoto,642.0,2021.0
Ardo-Kola,Taraba,0.0,2021.0
Donga,Taraba,0.0,2021.0
Gashaka,Taraba,0.0,2021.0
Ibi,Taraba,0.0,2021.0
Jalingo,Taraba,0.0,2021.0
Karim Lamido,Taraba,0.0,2021.0
Kurmi,Taraba,0.0,2021.0
Lau,Taraba,0.0,2021.0
Sardauna,Taraba,0.0,2021.0
Takum,Taraba,0.0,2021.0
Ussa,Taraba,0.0,2021.0
Yorro,Taraba,0.0,2021.0
Zing,Taraba,0.0,2021.0
Bade,Yobe,0.0,2021.0
Bursari,Yobe,0.0,2021.0
Damaturu,Yobe,0.0,2021.0
Fune,Yobe,0.0,2021.0
Geidam,Yobe,0.0,2021.0
Jakusko,Yobe,0.0,2021.0
Karasuwa,Yobe,0.0,2021.0
Machina,Yobe,0.0,2021.0
Nangere,Yobe,0.0,2021.0
Nguru,Yobe,0.0,2021.0
Potiskum,Yobe,0.0,2021.0
Tarmuwa,Yobe,0.0,2021.0
Yunusari,Yobe,0.0,2021.0
Yusufari,Yobe,0.0,2021.0
Damaturu,Yobe,896.0,2021.0
Damaturu,Yobe,800.0,2021.0
Anka,Zamfara,0.0,2021.0
Bakura,Zamfara,0.0,2021.0
Birnin Magaji-Kiyaw,Zamfara,0.0,2021.0
Bungudu,Zamfara,0.0,2021.0
Gusau,Zamfara,0.0,2021.0
Kaura Namoda,Zamfara,0.0,2021.0
Maradun,Zamfara,0.0,2021.0
Maru,Zamfara,0.0,2021.0
Shinkafi,Zamfara,0.0,2021.0
Tsafe,Zamfara,0.0,2021.0
Zurmi,Zamfara,0.0,2021.0
Anka,Zamfara,2637.0,2021.0
Gusau,Zamfara,2012.0,2021.0
Shinkafi,Zamfara,2342.0,2021.0
Zurmi,Zamfara,2889.0,2021.0
